uid,text
dht7S24Zauk--119,Both the plants are watered regularly.
dht7S24Zauk--120," But one is without roots, isn't it?"
dht7S24Zauk--121,Does this activity help you understand an important function of the root?
dht7S24Zauk--122,Let us do an activity to study another function of root.
dht7S24Zauk--123,Activity 7
dht7S24Zauk--124,We would require
dht7S24Zauk--125,Seeds of gram and maize.
dht7S24Zauk--126,cotton wool cotton wool
dht7S24Zauk--127,and some water.
dht7S24Zauk--128,Take two cutories.
dht7S24Zauk--129,Place some wet cotton in them.
dht7S24Zauk--130,Put 3 or 4 seeds of gram in one and maze in the other.
dht7S24Zauk--131,Keep the cotton wet by sprinkling water every day.
dht7S24Zauk--132,until the sprouts have grown into young plants.
dht7S24Zauk--133,After a week
dht7S24Zauk--134,Try to separate the young plants from the cotton.
dht7S24Zauk--135,Figure 7.15
dht7S24Zauk--136,Was it easy to separate the cotton from the roots?
dht7S24Zauk--137,Why?
dht7S24Zauk--138,in Activity 6.
dht7S24Zauk--139," We could not pull out the plants from the soil, right?"
dht7S24Zauk--140,We dug them out.
dht7S24Zauk--141,This is because...
dht7S24Zauk--142,Roots help in holding the plant.
dht7S24Zauk--143,Firmly to the side
dht7S24Zauk--144,They anchor the plant to the soil.
dht7S24Zauk--145,You have seen that there are different kinds of stems and leaves.
dht7S24Zauk--146,Do the roots also show a variety? Let us find out.
dht7S24Zauk--147,Figure 7.15 shows young plants grown on cotton. Activity
dht7S24Zauk--148,Study Figure 7.168
dht7S24Zauk--149,& be carefully
dht7S24Zauk--150," Now, look at the roots of the ground plants."
dht7S24Zauk--151,You have pulled out from the cotton in the previous activity.
dht7S24Zauk--152,Do they look like the roots shown in figure 7.168?
dht7S24Zauk--153,or those in figure 7.16b.
dht7S24Zauk--154,How about the roots of maize plant?
dht7S24Zauk--155," Right, gram or maize in the blank spaces in the figure after matching the rules with the figures."
dht7S24Zauk--156,Figures 7.16A Roots of Blank Figures 7.16B Roots of Blank Roots of
dht7S24Zauk--157,In what way are the roots of gram and maize similar?
dht7S24Zauk--158,In what way are they different?
dht7S24Zauk--159,There seem to be two different types of roots.
dht7S24Zauk--160,Is it?
dht7S24Zauk--161,Are there also other types of fruits?
dht7S24Zauk--162,Let us find out.
dht7S24Zauk--163,Activity 9.
dht7S24Zauk--164,Go to an open ground where many wild plants are growing.
dht7S24Zauk--165,Dig out a few.
dht7S24Zauk--166,wash the soil off the roots
dht7S24Zauk--167,and observe them.
dht7S24Zauk--168,do you find that all of them have either the kind of roots
dht7S24Zauk--169,Schoninfigur
dht7S24Zauk--170,7.17A
dht7S24Zauk--171,or as in figure 7.17b?
dht7S24Zauk--172,page 59.
dht7S24Zauk--173," For roots of the kind shown in figure 7.17a,"
dht7S24Zauk--174,The main route is called
dht7S24Zauk--175,Tap root.
dht7S24Zauk--176,and the smaller roots are called
dht7S24Zauk--177,Lateral roots
dht7S24Zauk--178,Plants with roots as shown in figure 7.17B.
dht7S24Zauk--179,do not have a main root
dht7S24Zauk--180,all roots similar and these are called 
dht7S24Zauk--181,fibrous roots
dht7S24Zauk--182,Figure 7.17A
dht7S24Zauk--183,tap root and fibrous roots. separate the plants you have collected into two groups
dht7S24Zauk--184," In Group A, put those that have tap routes."
dht7S24Zauk--185,and in group B those that have fibrous roots.
dht7S24Zauk--186,Look at the leaves of the plants in group A.
dht7S24Zauk--187,What kind of Venatian do they have?
dht7S24Zauk--188,What kind of Venatian do you see for plans of Group B?
dht7S24Zauk--189," Do you notice that leaf, venetian and the type of roots in a plant?"
dht7S24Zauk--190,are related in a very interesting way.
dht7S24Zauk--191,In table 7.2
dht7S24Zauk--192,Can you match the type of leaf Venetian and the type of roots?
dht7S24Zauk--193,For some plants you have studied in
dht7S24Zauk--194,all the activities so far.
dht7S24Zauk--195,boojho has a brilliant idea.
dht7S24Zauk--196,If he wants to know what kind of roots a plant has.
dht7S24Zauk--197,He need not pull it out. He just has to look at its sleeves.
dht7S24Zauk--198,Table 7.2
dht7S24Zauk--199,types of roots.
dht7S24Zauk--200,and types of leaf venation
dht7S24Zauk--201,There are 3 columns.
dht7S24Zauk--202,name of plant
dht7S24Zauk--203,Type of leaf venation
dht7S24Zauk--204,and type of roots.
dht7S24Zauk--205,Fill this table yourself according to your...
dht7S24Zauk--206,observation.
dht7S24Zauk--207,We have learnt.
dht7S24Zauk--208,that roots absorb water.
dht7S24Zauk--209,and minerals from the soil.
dht7S24Zauk--210,and the stem conducts these to leaves and other parts of the plant.
dht7S24Zauk--211,The leaves prepare food. This food travels through the stem and is stored in different parts of plant.
dht7S24Zauk--212,We eat some of these as roots. Like at it.
dht7S24Zauk--213,raddish
dht7S24Zauk--214,Sweet potato
dht7S24Zauk--215,turnip
dht7S24Zauk--216,and tapioca
dht7S24Zauk--217,We also eat many other parts of a plant where food is stored.
dht7S24Zauk--218,Do you agree that STEM is like a street with...
dht7S24Zauk--219,2-way traffic.
dht7S24Zauk--220,Figure 7.18
dht7S24Zauk--221,Write the name of material.
dht7S24Zauk--222,that goes up in the stem.
dht7S24Zauk--223,and that which comes down.
dht7S24Zauk--224,Figure 7.18 Shows
dht7S24Zauk--225,STEM as 2 way traffic street.
9bxtIE0Tygg--0,3
9bxtIE0Tygg--1,Painting
9bxtIE0Tygg--2," Find Ajanta on Maps 7, page number 105."
9bxtIE0Tygg--3,This is a place where several caves were hollowed out of the hills over centuries.
9bxtIE0Tygg--4,Most of these were monasteries for Buddhist monks and some of them were decorated with paintings.
9bxtIE0Tygg--6,Here are some examples.
9bxtIE0Tygg--7,as the caves are dark inside.
9bxtIE0Tygg--8,Most of these paintings were done in the light of torches. The colors which are vivid.
9bxtIE0Tygg--9,even after 1500 years were made of plants and minerals.
9bxtIE0Tygg--10,the artist.
9bxtIE0Tygg--11,who created these splendid works of art.
9bxtIE0Tygg--12,remain unknown
9bxtIE0Tygg--13,There are two paintings.
9bxtIE0Tygg--14,shown on this page
9bxtIE0Tygg--15,These paintings are from Ajanta.
9bxtIE0Tygg--16,Describe what you see in each of these paintings.
9bxtIE0Tygg--17,Page number 101
9bxtIE0Tygg--18,19
9bxtIE0Tygg--19,The World of Books.
9bxtIE0Tygg--20,Some of the best known epics were written during this...
9bxtIE0Tygg--21,period.
9bxtIE0Tygg--22," Epics are grand, long compositions about..."
9bxtIE0Tygg--23,heroic men and women.
9bxtIE0Tygg--24,and include stories about gods. A famous...
9bxtIE0Tygg--25,time epic the Silappadikaram
9bxtIE0Tygg--26,was composed by a poet.
9bxtIE0Tygg--27,named Ilango.
9bxtIE0Tygg--28," around 1,800 years ago."
9bxtIE0Tygg--29,It is the story of a merchant named...
9bxtIE0Tygg--30,Kovalan
9bxtIE0Tygg--31,who lived in Puhar 
9bxtIE0Tygg--32,and fell in love with a courtesan named Madhavi
9bxtIE0Tygg--33,neglecting his wife Kannagi
9bxtIE0Tygg--34,Later he and Kanagi left Puhal.
9bxtIE0Tygg--35,and went to Madurai.
9bxtIE0Tygg--36,where he was wrongly accused of theft by the court jeweler of the Pandya King. The King
9bxtIE0Tygg--37,sentenced covalent to death.
9bxtIE0Tygg--38,Kanagi who still loved him was full of grief.
9bxtIE0Tygg--39,and anger at this injustice.
9bxtIE0Tygg--40,and destroyed the entire city of Madurai.
9bxtIE0Tygg--41,a description from the Silapadi Karam.
9bxtIE0Tygg--42,Here is how the poet describes Kanagis brief. Oh witness of my grief.
9bxtIE0Tygg--43,You cannot console me.
9bxtIE0Tygg--45,Is it right that your body?
9bxtIE0Tygg--46,Farer than pure gold.
9bxtIE0Tygg--47,lies unwashed here in the dust.
9bxtIE0Tygg--48,Is it just that in the red glue of the twilight?
9bxtIE0Tygg--49," Your handsome chest, framed with a flower reed."
9bxtIE0Tygg--50,You
9bxtIE0Tygg--51,lies thrown down on the bare earth. While I remain alone.
9bxtIE0Tygg--52,helpless and abandoned to despair.
9bxtIE0Tygg--54,is there no God?
9bxtIE0Tygg--55,Is there no God in this country?
9bxtIE0Tygg--56,Can there be a God in a land where the sword of the king is used for the murder of innocent strangers? Is there no God?
9bxtIE0Tygg--57,No God. Another Tamil epic.
9bxtIE0Tygg--58,the Manimekalai was composed by Sattanar
9bxtIE0Tygg--59, around 1400 years ago.
9bxtIE0Tygg--60,"This describes the story of the daughter of Kovalan and Madhavi"
9bxtIE0Tygg--62,These beautiful compositions were lost to scholars for many centuries.
9bxtIE0Tygg--63,Till their manuscripts were rediscovered about a hundred years ago.
9bxtIE0Tygg--64,other writers such as Kalidas.
9bxtIE0Tygg--65,About whom you read in chapter 10?
9bxtIE0Tygg--66,wrote in Sanskrit. Page number.
9bxtIE0Tygg--67,120
9bxtIE0Tygg--68,A verse from the ‘Meghaduta’
9bxtIE0Tygg--69,"Here is a verse from Kalidasa’s best-known poem, the ‘Meghaduta'"
9bxtIE0Tygg--71,in which a monsoon cloud is imagined to be a messenger between lovers who are separated.
9bxtIE0Tygg--72,it from one another.
9bxtIE0Tygg--73,See how the poet describes the breeze that will carry the cloud.
9bxtIE0Tygg--74,not words
9bxtIE0Tygg--75,A cool breeze.
9bxtIE0Tygg--76,delightful as it is touched.
9bxtIE0Tygg--77,with the fragrance of the earth.
9bxtIE0Tygg--78,swollen by your showers
9bxtIE0Tygg--79,Enhaled deeply by Elephants.
9bxtIE0Tygg--80,and causing the wild figs to ripen. Will blow Gently
9bxtIE0Tygg--81,as you go. Do you think?
9bxtIE0Tygg--82,Kalidas can be described as a lover of nature.
9bxtIE0Tygg--83,Recording and preserving old stories.
9bxtIE0Tygg--84,a number of Hindu religious stories.
9bxtIE0Tygg--85," that were in circulation earlier, were written down around the same time."
9bxtIE0Tygg--86,These include the puranas. Purana.
9bxtIE0Tygg--87,literally mean old
9bxtIE0Tygg--88,The Purana's contains stories about gods and goddesses. Such as
9bxtIE0Tygg--89,"such as Vishnu, Shiva"
9bxtIE0Tygg--90,Durga 
9bxtIE0Tygg--91,or Parvati
9bxtIE0Tygg--92,They also contain details on how they were worshipped. have dialogue.
9bxtIE0Tygg--93,There are accounts about the creation of the world.
9bxtIE0Tygg--94,and about kings.
9bxtIE0Tygg--95,The Puranas were written in simple Sanskrit words.
9bxtIE0Tygg--96,and were meant to be heard by everybody.
9bxtIE0Tygg--97,including women and shudras.
9bxtIE0Tygg--98,who were not allowed to study the Vedas.
9bxtIE0Tygg--99,They were probably recited in temples by priests and people came to listen to them.
9bxtIE0Tygg--100," 3 Sanskrit epics, the Mahabharata and Ramayana."
9bxtIE0Tygg--101,had been popular for a long time.
9bxtIE0Tygg--102,Some of you may be familiar with these stories.
9bxtIE0Tygg--103,The Mahabharata is about a war fought between the Kauravas and the Pandavas.
9bxtIE0Tygg--104,also in this example.
9bxtIE0Tygg--105,This was a war to gain control of the throne of the Kuru's and their capital.
9bxtIE0Tygg--106,Hastinapur
9bxtIE0Tygg--107,The story itself was an old one.
9bxtIE0Tygg--108,but was written down in the form which we know it today.
9bxtIE0Tygg--109,about 1500 years ago.
9bxtIE0Tygg--110,But the Puranas and the Mahabharat.
9bxtIE0Tygg--111,are supposed to have been compiled by Vyas.
9bxtIE0Tygg--112,Bhagavad Gita about which you learned in Chapter 9.
9bxtIE0Tygg--113,was also included in the Mahabharat. The Ramayan
9bxtIE0Tygg--114,is about Ram.
9bxtIE0Tygg--115,a prince of Kosala.
9bxtIE0Tygg--116,who was sent into exile.
9bxtIE0Tygg--117," His wife, Sita, was abducted by the King of Lanka, named Rama."
9bxtIE0Tygg--118,And Ram had to fight a battle to get her back.
9bxtIE0Tygg--120,He won and returned to Ayodhya.
9bxtIE0Tygg--122,the capital of Kossil after his victory. Like the Mahabharat.
9bxtIE0Tygg--123,This was an old story that was now written down.
9bxtIE0Tygg--124,Valmiki is recognized as the author of the Sanskrit Ramayan.
9bxtIE0Tygg--125," There are several versions, many of which are performed."
9bxtIE0Tygg--126,of the mahabharat and the Ramayin.
9bxtIE0Tygg--127,Popular amongst people in different parts of the subcontinent.
9bxtIE0Tygg--128,Find out about a version in your state.
3hA8oqpI65k--0,Hot and
3hA8oqpI65k--1,cold
3hA8oqpI65k--2,Have you seen the weather report on TV or in a newspaper?
3hA8oqpI65k--3,These are two bar charts.
3hA8oqpI65k--4," These show the highest temperature, in degrees Celsius, in four cities, on two different days. The cities are Delhi."
3hA8oqpI65k--6,Shimla Bangalore
3hA8oqpI65k--7,and Jaisalmair
3hA8oqpI65k--8,Below this we see a picture of a boy standing on a beach.
3hA8oqpI65k--9,under the hot sun.
3hA8oqpI65k--10,and wondering what's life like.
3hA8oqpI65k--11,Towards the right we have two bar charts.
3hA8oqpI65k--12,The dates are for one June and one December.
3hA8oqpI65k--13,The temperatures on the vertical scale
3hA8oqpI65k--14,are between 10 degrees Celsius.
3hA8oqpI65k--15,and 40 degrees Celsius.
3hA8oqpI65k--16,Find out from the bar chart.
3hA8oqpI65k--17,which city is the hottest on 1st June?
3hA8oqpI65k--18,which city is the coldest on 1st December.
3hA8oqpI65k--19,Which city shows little change in temperature on the two days? 1 June and 1 December
3hA8oqpI65k--20,Try yourself.
3hA8oqpI65k--21," On any one day, choose any three cities and record their temperature from the TV or newspaper."
3hA8oqpI65k--22,Make a bar chart in your notebook.
3hA8oqpI65k--23,and ask your friends a few questions about it.
3hA8oqpI65k--24,See if they understand your chart.
3hA8oqpI65k--26,for the teacher.
3hA8oqpI65k--27,Encourage children to look at the map of India to locate different cities.
3hA8oqpI65k--28,They can try to relate the temperature variations in a city.
3hA8oqpI65k--29,to get an idea of the climate there.
3hA8oqpI65k--30,Page 166.
3hA8oqpI65k--31,Rabbits in Australia
3hA8oqpI65k--32," Earlier, there were no rabbits in Australia."
3hA8oqpI65k--33,Rabbits were brought to Australia.
3hA8oqpI65k--34,Around the Year 1780.
3hA8oqpI65k--35," At that time, there were no animals in Australia which ate rabbits."
3hA8oqpI65k--36," So, the rabbits began to multiply at a very fast rate. Imagine"
3hA8oqpI65k--37,What they did to the crops?
3hA8oqpI65k--38,The table shows how rabbits grow every year.
3hA8oqpI65k--39,We have a 2 column table below this.
3hA8oqpI65k--40,Column 1 says time.
3hA8oqpI65k--41,Column 2 says number of rabbits. Let's read the table rowwise
3hA8oqpI65k--43,Start
3hA8oqpI65k--44,11 1 year
3hA8oqpI65k--46,18
3hA8oqpI65k--47,to year
3hA8oqpI65k--48,32
3hA8oqpI65k--49,4 year
3hA8oqpI65k--50,58
3hA8oqpI65k--51,4
3hA8oqpI65k--52,109 5 Year
3hA8oqpI65k--53,Dash 6 years
3hA8oqpI65k--54,dash 2
3hA8oqpI65k--55," After each year, the number of rabbits was......"
3hA8oqpI65k--56,A little less than double the number of rabbits in the last year. B
3hA8oqpI65k--57,Double the number in the last year. See
3hA8oqpI65k--58,9 more than the number in the last year. Or D
3hA8oqpI65k--59,More than double the number of rabbits in the last year.
3hA8oqpI65k--60,at the end of year 6.
3hA8oqpI65k--61,The number of rabbits was close to...
3hA8oqpI65k--62,400
3hA8oqpI65k--63,601 or 800
3hA8oqpI65k--64,tick the correct one. 4
3hA8oqpI65k--65,After which year did the number of rabbits cross 1000?
3hA8oqpI65k--66,For the teacher
3hA8oqpI65k--67,More such examples should be done in class.
3hA8oqpI65k--68,It is important for children to get a sense of approximation.
3hA8oqpI65k--69,Page 168
3hA8oqpI65k--70,Family Tree
3hA8oqpI65k--71,Madhav
3hA8oqpI65k--72,went to a wedding along with his parents.
3hA8oqpI65k--73,He met many relatives there.
3hA8oqpI65k--74,but he didn't know everyone.
3hA8oqpI65k--75,He met his mother's grandfather?
3hA8oqpI65k--76,but found that her grandmother is not alive.
3hA8oqpI65k--77," He also found that her daddy's mother, grandmother's mother, is still alive, and is more than a hundred years"
3hA8oqpI65k--78,old
3hA8oqpI65k--79," On the top right corner of the page,"
3hA8oqpI65k--80,There is a picture of Madhav at the wedding along with his parents.
3hA8oqpI65k--81,Madhav got confused.
3hA8oqpI65k--82,He couldn't imagine his mother's grandmother's mother.
3hA8oqpI65k--83," So, Madhav's mother"
3hA8oqpI65k--84,Made a family tree for him.
3hA8oqpI65k--85,on the page of a big family tree.
3hA8oqpI65k--86,made by Madhav's mother for him. It starts from...
3hA8oqpI65k--87," Great, great grandparents."
3hA8oqpI65k--88,5th generation
3hA8oqpI65k--89,Comes to great grandparents.
3hA8oqpI65k--90,Fourth generation
3hA8oqpI65k--91,Then to grandparents.
3hA8oqpI65k--92,Third generation
3hA8oqpI65k--93,to Madhav's parents
3hA8oqpI65k--94,2nd generation and finally to Madhav. 1st generation.
3hA8oqpI65k--95,page 168.
3hA8oqpI65k--96,Mathav's mother helped him understand her family with the help of this drawing.
3hA8oqpI65k--97,You can also find out about your older generations.
3hA8oqpI65k--98,using such a family tree.
3hA8oqpI65k--99,Answer these questions. One
3hA8oqpI65k--100,How many grandparents in all does Shobhana have? Two
3hA8oqpI65k--101," How many great, great grandparents?"
3hA8oqpI65k--102,in all does math have have.
3hA8oqpI65k--103,3
3hA8oqpI65k--104,How many elders will be in the seventh generation of his family?
3hA8oqpI65k--105,4
3hA8oqpI65k--106," If he takes his family tree forward, in which generation will he find..."
3hA8oqpI65k--107,129 elders?
3hA8oqpI65k--108,Growth chart of a plant.
3hA8oqpI65k--109,I'm it's soed a few seeds of moon d'al in the ground.
3hA8oqpI65k--110,The height of the plant grew to 1.4 cm.
3hA8oqpI65k--111,in the first four days.
3hA8oqpI65k--112,After that it started growing faster.
3hA8oqpI65k--114,Amit measured the height of the plant after every four days.
3hA8oqpI65k--115," and put a dot on the chart. For example,"
3hA8oqpI65k--116,If you look at the dot marked on the fourth day.
3hA8oqpI65k--117,You can see on the left side scale that it is 1.4 cm high. Now.
3hA8oqpI65k--118,Look at the height of each dot in centimeters.
3hA8oqpI65k--119,and check from the table if he has marked the dots correctly.
3hA8oqpI65k--120,We have a table with two columns on the page.
3hA8oqpI65k--121,Column 1 tells day.
3hA8oqpI65k--122," Column 2, length of the plant in centimeters."
3hA8oqpI65k--123,Observe the table carefully.
3hA8oqpI65k--124,page 169. We see the chart.
3hA8oqpI65k--125,created by Amit on this page. On the horizontal axis.
3hA8oqpI65k--126,Days are shown from 0 to 20 on the vertical axis.
3hA8oqpI65k--127,We see the length of plant in centimeters.
3hA8oqpI65k--128,So it's a scale going from 0 to 12.
3hA8oqpI65k--129,and the many red dots will make things clear for you.
3hA8oqpI65k--130,Find out from the growth chart. A
3hA8oqpI65k--131,Between which days did the length of the plant change the most?
3hA8oqpI65k--132," 1, 0 to 5"
3hA8oqpI65k--133," 2, 4 to 9"
3hA8oqpI65k--134," 3, 8 to 13"
3hA8oqpI65k--135," 4, 12 to 16 or 6"
3hA8oqpI65k--136,16-20 B
3hA8oqpI65k--137,What could be the length of this plant on the 14th day? Guess.
